"Id","Nimi","Ainekset","Valmistusohje","Huomio","Valmistuspvt","Arvio","Ominaisuus","Doshat","Luokka","Vuodenaika","Kasvikset","Kotimaa","Pisteet","Tyyppi","Suosikki","OmaLista","Author"
"1973","Tempeh nuudelit","1pkt / 125 g soijapaputempeä ;1 valkosipulinkynsi ;2 kevätsipulia ;kourallinen parsakaalinnuppuja ;0,5 punainen paprika ;1rkl seesamiöljyä ;2 levyä riisinuudeleita ;;KASTIKE ;2rkl makeuttamatonta, suolattua maapähkinävoita ;1rkl soijakastiketta ;1rkl vaahteratai agavesiirappia;0,5 dl vettä ;1rkl seesami- tai rypsiöljyä ;0,5-1 rkl chilikastiketta ;;TARJOILUUN suolapähkinöitä","Pilko tempe kuutioiksi ja silppua valkosipulinkynsi sekä kevätsipulit. Pilko parsakaalinnuput pienemmiksi ja kuutioi paprika, Kuumenna paistinpannu ja kiehauta vesi vedenkeittimessä nuudeleita varten. ;;Kaada seesamiöljy pannulle ja lisää tempe. Paista, kunnes tempen pinta on saanut vähän väriä. ;;sillä välin kun tempe paistuu, laita nuudelit kulhoon ja kaada päälle kiehuva vesi. Anna kypsyä kannen alla 2-3 minuuttia tai pakkauksen ohjeen mukaan. ;;Sekoita kastikkeen ainekset yhteen. ;;Lisää pannulle kasvikset ja puolet kastikkeesta. Jatka paistamista 1-2 minuuttia. Kasvikset saavat jäädä reilusti rapeiksi! Kaada nuudeleista vesi pois ja lisää ne pannulle. Kaada joukkoon loput kastikkeesta ja kuumenna. ;;Tarjoa suolapähkinöiden kanssa.","Chocochilin arkiruokaa","","","Gluteiiniton;Kevyt;Laktoositon;Maidoton;Munaton;Vegaaninen","","Pasta","","","Itämainen","0","Pääruoka","0","","""hartsa@reseptit.com"
"1974","Seesami-sobanuudelit","125 g sobanuudeleita ;1rkl seesamiöljyä ;250 g edamame-soijapapuja (pakaste) ;2 kevätsipulia ;1,5 dl silputtua lehtikaalia ;;KASTIKE;0,25 dl japanilaista soijakastiketta ;1rkl vaahteratai agavesiirappia ;1 rkl riisiviinietikkaa ;1rkl seesamiöljyä ;1 rkl srirachaa tai muuta chilikastiketta; (seesaminsiemeniä tarjoiluun)","Valmista nuudelit pakkauksen ohjeen mukaan. ;;Kuumenna paistinpannu ja lisää seesamiöljy ja jäiset soijapavut. ;Paista 3-5 minuuttia tai kunnes soijapavut ovat saaneet hieman väriä pintaansa. Papujen paistuessa silppua kevätsipulit ja lehtikaali. Lisää ne pannulle ja jatka paistamista 1-2 minuuttia. ;;Sekoita kastikkeen ainekset yhteen. ;Lisää pannulle nuudelit ja kastike ja kuumenna.;Annostele ruoka kulhoihin ja ripottele halutessasi pinnalle seesamin siemeniä. ;","Chocochilin arkiruokaa","","","Laktoositon;Maidoton;Munaton;Vegaaninen","","Pasta","","","Itämainen","0","Pääruoka","0","","""hartsa@reseptit.com"
"1975","Tofu limonello","1 pkt / 270 g maustamatonta tofua ;2 valkosipulinkynttä ;1 rkl tuoretta inkivääriä ;2 rkl oliiviöljyä ;1 tl cayennepippuria ;ripaus suolaa ;;2,5 dl kaurakermaa ;1 rkl kasvisfondia ;1 tl kurkumaa ;2 rkl sitruunamehua ;1—2 rkl agavesiirappia ;1dl maustamatonta soijajogurttia tai greek style -kaurajogurttia;(1 rkl vehnäjauhoja) ;150 g spagettia ;;TARJOILUUN tuoretta lehtipersiljaa ","Painele tofu kuivaksi talouspaperin välissä, Kuutioi tofu. Hienonna valkosipulinkynnet ja inkivääri. ;;Laita pastavesi kiehumaan. Kuumenna paistinpannu ja lisää öljy. Ruskista tofu ja mausta se cayennepippurilla ja suolalla. Sekoita joukkoon kaurakerma ja kasvisfondi. Hauduta hetki. ;;Keitä spagetti paketin ohjeen mukaan. ;;Lisää kastikkeeseen kurkuma, inkivääri, valkosipuli, sitruunamehu ja agavesiirappi. Jatka kypsennystä miedolla lämmöllä. ;;Lisää soijajogurtti ja suolaa maun mukaan. Jos kastike tuntuu löysältä, voit suurustaa sen sekoittamalla joukkoon ruokalusikallisen ;vehnäjauhoja. ;;Sekoita kastike valutetun pastan joukkoon. Koristele tuoreella persiljalla. ","Chocochilin arkiruokaa","","","Maidoton;Munaton;Vegaaninen","","Pasta","","","Italia","0","Pääruoka","0","","""hartsa@reseptit.com"
"1976","Ramen","LIEMI ;3x3 cm pala inkivääriä ;3 valkosipulinkynttä ;1,5 l vettä ;0,5 dl kasvisfondia ;1,5 rkl vaaleaa misotahnnaa ;1rkl vaaleaa juoksevaa tahinia ;2-3 rkl soijakastiketta ;;MUUT AINEET;1 pkt / 270 g maustamatonta tofua ;2 rkl seesamiöljyä ;2 rkl soijakastiketta ;100 g siitakesieniä;0,5-1 pieni paksoi tai kiinankaalia;1-2 kevätsipulia ;1-2 levyä / a 75 g pikanuudeleita;;TARJOILUUN ;1 arkki nori-merilevää ;tuoretta korianteria ;srirachaa tai muuta chilikastiketta ","Valmista ensin liemi. Pilko inkivääri pienemmiksi paloiksi ja litistä valkospulinkynsiä veitsen lappeella, jotta niistä irtoaa paremmin makua. ;;Lisää kattilaan vesi, inkivääri, valkosipulinkynnet, kasvisfondi, misotahna, tahini ja soijakastike. Laita levy päälle ja kuumenna kiehuvaksi. Anna liemen kiehua miedolla lämmöllä kannen alla muiden ainesten valmistamisen ajan. ;;Purista tofu kuivaksi talouspaperien välissä. Leikkaa tofu viipaleiksi. Kuumenna paistinpannulla 1 rkl seesamiöljyä ja lisää tofu. Paista tofua, kunnes ;;pinta on saanut väriä. Mausta ruokalusikallisella soijakastiketta. Siirrä tofut sivuun.;;Pilko sienet ja paista ne lopussa seesamiöljyssä. Mausta soijakastikkeella. Pilko paksoi ja kevätsipulit sekä leikkaa noriarkista muutama pala. ;;Siivilöi kuuma liemi ja kiehauta se uudelleen. Tarkista suola ja lisää tarvittaessa soijakastiketta. Laita kulhoihin nuudelit ja paksoi ja kaada kuuma liemi päälle. ;;Anna tekeytyä 5 minuuttia. ;;Lisää keiton pinnalle paistettu tofu, sienet ja kevätsipulit. Koristele annokset norilla ja tuoreella korianterilla. Tarjoa halutessasi lisänä chilikastiketta. ","Chocochilin arkiruokaa","","","Kevyt;Maidoton;Munaton;Vegaaninen","","Keitto","","","Japani","0","Alkuruoka;Iltapalaruoka;Pääruoka","0","","""hartsa@reseptit.com"
"1978","Kikherne-tofupihvit","1tlk/ 230 g kikherneitä;1pkt / 270 g maustamatonta tofua;1 sitruunan raastettu kuori ;0,5 dl silputtua ruohosipulia ;1rkl kasvisliemijauhetta ;1tl valkosipulijauhetta ;1tl sipulijauhetta ;1,5 tl salviaa ;mustapippuria myllystä ;0,5 dl korppujauhoja;0,5 dl vehnäjauhoja","Huuhtele ja valuta kikherneet. Soseuta ne kulhossa esimerkiksi haarukalla tai kahdessa erässä sauvasekoittimella. Kikherneiden joukkoon saa jäädä pieniä sattumia. Valuta tofu ja murenna se käsin kikherneiden joukkoon. ;;Raasta sitruunan kuori, silppua ruohosipuli ja lisää ne kulhoon yhdessä mausteiden, korppujauhojen ja vehnäjauhojen kanssa. Sekoita massa käsin tasaiseksi. ;;Muotoile massa pihveiksi ja paista molemmin puolin kullanruskeiksi melko kuumalla paistinpannulla oliiviöljyssä. ","Chocochilin arkiruokaa","","","Vegaaninen","","Kasvisruoka","","","","0","Pääruoka","0","","""hartsa@reseptit.com"
"1979","Kukkakaalicurry","500 g kukkakaalia ;1 sipuli ;2 valkosipulinkynttä ;250 g kirsikkatomaatteja ;1tlk/ 230 g kikherneitä ;1rkl rypsiöljyä;2 rkl keltaista currytahnaa ;1tl kokonaisia korianterinsiemeniä ;1 tlk / 400 ml kookosmaitoa;0,5 limen mehu ;(suolaa ja chiliä)","Keitä riisi pakkauksen ohjeen mukaan. Pilko kukkakaali suupaloiksi. Hienonna sipuli ja valkosipulinkynnet. Puolita kirsikkatomaatit. Huuhtele ja valuta kikherneet. Murskaa korianterinsiemenet morttelissa tai esimerkiksi kulhossa lusikalla.;;Kuumenna kasarissa öljy ja currytahna. Lisää sipulit ja tomaatit ja kuullota, kunnes ne alkavat pehmentyä. Lisää korianterinsiemenet  kasariin yhdessä kukkakaalien kanssa. Kaada joukkoon kookosmaito ja purista limen mehu. ;;Hauduttele currya noin 10 minuuttia tai kunnes kukkakaalit ja tomaatit ovat pehmeitä. ;;Lisää tarpeen mukaan suolaa ja chiliä, sillä currytahnojen tulisuus ja suolaisuus vaihtelevat. Tarjoa curry riisin kanssa. ","Chocochilin arkiruokaa"," 14.12.2021","Hyvä","Maidoton;Munaton;Vegaaninen","","Kasvisruoka","","","Itämainen","0","","0","""hartsa@reseptit.com"
"1980","Paistettu ”suklaamousse”","4 dl valkuaisia;100 g sokeria;2,5 dl kermaa;1 rkl maizenaa;200 g tummaa suklaata;3 rkl mantelijauhoja;2 rkl kaakaota;;Suolakinuski;2 dl kermaa;1,5 dl sokeria;3 rkl voita;suolaa maun mukaan; ;;","Vatkaa sokeri ja valkuaiset vaahdoksi. Yhdistä kerma ja maizena kattilassa, kuumenna samalla sekoittaen. Ota kattila sivuun, kun seos on hieman paksuuntunut (pulpahtanut muutaman kerran). Lisää kuuman massan joukkoon suklaa ja sekoita tasaiseksi. Jäähdytä hieman. Lisää kaakao- sekä mantelijauhe, sekoita ja lisää lopuksi marenki varovasti nostellen. ;;Voitele esimerkiksi kahvikupit voilla, sokeroi ne huolella ja täytä siten, että massa yltää reilu puoleen väliin. ;;Paista uunivuoassa missä on hieman vettä pohjalla n. 175 asteessa noin 10-12 minuuttia. Tarjoile suolakinuskin, vaniljajäätelön ja esim. tuoreiden marjojen kera.; ;Suolakinuski:;Sulata sokeri kattilassa kullanruskeaksi. Lisää kerma ja keitä, kunnes seos sakenee. Jäähdytä hieman, lisää voi ja mausta suolalla. Tarjoile lämpimänä.","Hans Välimäen","","","","","Leivos","","","","0","Jälkiruoka","0","","""hartsa@reseptit.com"
"1981","Parsarisotto","400 g parsaa;6 dl kiehuvaa vettä;4 dl kana- tai kasvislientä;suolaa, mustapippuria;3-4 rkl oliiviöljyä;2,5-3 dl arborio- tai carnaroli risottoriisiä;2 salottisipulia kuorittuna ja hienonnettuna;1 valkosipulinkynsi kuorittuna ja murskattuna;1 dl kuivaa valkoviiniä;1-2 rkl mascarponejuustoa;1 laakerinlehti;2,5 dl vastaraastettua parmesaanijuustoa;timjamia","Kuumenna öljy kattilassa. Lisää sipuli ja valkosipuli. Kuullota, älä ruskista. Lisää parsat ja kuullota muutama minuutti. Lisää riisi, vesi, liemi ja valkoviini. Älä lisää kaikkea nestettä kerralla, vaan pienissä erissä. Lisää joukkoon lisäksi laakerinlehti ja timjaminoksa. ;;Keitä noin 18-20min samalla koko ajan riisiä hämmentäen ja nestettä lisäten. Kun riisi on kypsää, lisää joukkoon mascarpone ja sekoita. ;;Kuumenna vielä ja lisää joukkoon parmesaani, mutta älä kuumenna enää parmesaanin lisäämisen jälkeen. ;;Jos risotto on liian paksua, niin ohenna sitä hieman kuumalla nesteellä, koska risotto on parhaimmillaankin hieman löysää. ;;Mausta, tarkista maku ja tarjoile siten, että lisäät päälle vastaraastettua parmesaania, ruohosipulia, sitruunamehua ja -kuorta sekä oliiviöljyä.","Hans Välimäen","","","Gluteiiniton;Munaton","","Risotto/Riisiruoka","","","Italia","0","Alkuruoka;Pääruoka","0","","""hartsa@reseptit.com"
"1982","Moutabal (munakoisotahna)","4 munakoisoa;1 keltasipuli kuorittuna ja pilkottuna;3-4 rkl tahinia;4-5 kpl kuorittuja ja murskattuja valkosipulinkynsiä;3-4 rkl kreikkalaista (tai turkkilaista) jugurttia;3-4 rkl sitruunanmehua;3-4 rkl oliiviöljyä;suolaa maun mukaan;pippuria maun mukaan","Paahda munakoisot uunissa tai grillissä kypsiksi. Voit halutessasi kuoria munakoisot kypsennyksen jälkeen raaputtamalla lusikan avulla munakoison ”lihan’’ kulhoon tai kuorimalla sen varovasti, mutta itse käytin viimeksi kaiken, eli myös kuoret. Munakoiso on kypsä silloin, kun se tuntuu puristaessa siltä, että ”ketään ei ole kotona.”;;Yhdistä ainekset tehosekoittimen kulhoon, soseuta voimalla, tarkista maku ja tarjoile","Hans Välimäen","","","Gluteiiniton;Munaton","","Levite","","","Itämainen","0","Lisäkeruoka","0","","""hartsa@reseptit.com"
"1983","Suklaakakku (glut.)","2 dl perunajauhoja;2 dl gluteenittomia jauhoja;3,5 dl sokeria;1,75 dl kaakaojauhetta;1 tl leivinjauhetta;1 tl soodaa;ripaus suolaa;2 dl kermaa;1 dl öljyä;1tl vanilja-aromia;2 kananmunaa;2 dl kuumaa vahvaa kahvia;noin 1 dl raastettua suklaata;;Täyte;600 g maustamatonta tuorejuustoa ;250 g maitosuklaata ;100 g tummaa suklaata ;;Kostutus ;0,5 dl vettä ;0,5 dl sitruunamehua ;ripaus sokeria ;;Kuorrute ;200 g valkosuklaata ","Sekoita kuivat aineet kulhossa. Lisää seokseen maito, öljy ja munat sekä kahvi ja suklaaraaste.;Kaada taikina voideltuun kakkuvuokaan (halkaisija 25 cm) ja paista 175 asteessa 40-45 minuuttia. Jäähdytä. ;;Tee täyte. Paloittele suklaat ja sulata vesihauteessa. Sekoita suklaasula tuorejuustoon.;;Leikkaa kakku kahteen tai kolmeen osaan ja kostuta kakkulevyjä sokeroidulla sitruunavedellä. Levitä osa tuorejuusto-suklaatäytteestä väleihin ja loput kakun päälle.;;Tee kuorrute. Paloittele suklaa ja sulata vesihauteessa. Sekoita tasaiseksi ja valuta ruokalusikalla kakun päälle.","","","","Gluteiiniton","","Kakku","","","","0","Leivonnainen","0","","""hartsa@reseptit.com"
"1987","Tattaririeska","4 dl tattarihiutleita;2,5 dl soijamaitoa, tms.;1 tl suolaa","Sekoita aineet ja laita uuni oäälle 250 asteeseeen. Annan turvota kunnes uuni on lämmin.;;Levitä pellille rieskaksi. Paista 15 min.",""," 30.1.2022 19.3.2022 30.4.2022 7.5.2022 29.4.2023 18.5.2023 8.10.2023 10.10.2023 13.10.2023 7.11.2023 26.1.2025 1.3.2025","Hyvä","Gluteiiniton;Kevyt;Laktoositon;Maidoton;Munaton;Sokeriton;Vegaaninen","","Leipä","","","","0","Leivonnainen","1","","""hartsa@reseptit.com"
"1990","Mustikkapiirakka (SE)","100 g voita;1 dl sokeria;1 kananmuna;1 dl vehnäjauhoja;1 dl perunajauhoja;1 tl leivinjauhetta;;3-4 dl mustikoita, puolukoita tai muita marjoja;2 dl kermaviiliä;1 dl sokeria;1 tl vaniljasokeria;1 kananmuna","Vatkaa voi ja sokeri vaahdoksi ;Lisää muna sekä yhteen sekoitetut kuivat aineet;Laita taikinapohja piirakkavuoalle ja sekoita marjat sen päälle. Kaada lopuksi päälle kermaviiliseos.;Paista noin tunti 175 asteessa uunin keskitasolla.;;Soveltaminen:;Munat voi jättää pois. Sekoita tällöin kaikki täytteen aineet.;Pohjan voi tehtä gluteenittomista jauhoista.;",""," 11.3.2025 1.8.2025","Herkku","Maidoton;Munaton","","Makea piiras","","","","0","Leivonnainen","1","","""hartsa@recipes.com"
"1992","CHOCOLATE TOFU MOUSSE CAKE (VEGAN)","Crust:;180 g raw walnuts;32 g unsweetened cocoa or cacao powder;1 heaping pitted dates (soaked 10 minutes in warm water and drained);;Filling:;340 g silken tofu (drained, patted dry);315 g dairy-free semisweet chocolate chips;120 ml coconut milk or soy milk","Prepare the crust by pulsing walnuts and cocoa powder in a food processor until it reaches a fine meal. Remove and set aside.;;Place soaked dates in the food processor and process until small bits remain and it’s sticky. Add back in the walnut-cocoa meal and process until well combined.;;Press into cake pan and place in the freezer to set.;;Melt the chocolate chips over a double boiler. Once melted, work quickly to add to a blender along with the tofu and coconut milk. Blend until smooth, about 1 minute, scraping down the sides as needed.;;Pour over crust and smooth. Cover and freeze until set. Alternatively, refrigerate for at least 2 hours or until pretty firm. For easiest serving and longer storage, freeze. Remove from the fridge 1 hour at room temperature before serving",""," 27.3.2022","","Gluteiiniton;Laktoositon;Maidoton;Munaton;Vegaaninen","","Kakku;Makea piiras;Raakaruoka","","","","0","Leivonnainen","1","","""hartsa@reseptit.com"
"1998","Makkara-tuoretomaattipasta","2 rasiaa helmitomaatteja;1 - 2 kpl varhaissipulia varsineen;1 kpl valkosipulinkynsi;1 kpl ruukku oreganoa;1/2 dl rypsiöljyä;1 rkl balsamiviinietikkaa;1/2 tl suolaa;1/4 tl mustapippuria rouhittuna;250 g täysjyväspagettia;240 g (1 pkt) raakamakkaraa (esim. kotimaista bratwurst)","Huuhtele kasvikset. Kuutioi tomaatit ja hienonna sipuli. Kuori ja hienonna valkosipuli. ;Hienonna oregano. Sekoita tomaatit, sipulit, puolet oreganosta, öljy, etikka ja mausteet keskenään. ;Jätä maustumaan.;;Keitä pasta miedosti suolatussa vedessä (½ tl suolaa/2 l vettä) pakkauksen keittoajan mukaan.;;Purista raakamakkaramassaa varovasti kuorestaan pieniksi paloiksi pannulle. Paista käännellen noin 10 minuuttia tai kunnes makkarat ovat kypsiä.;;Yhdistä pastan ainekset. Viimeistele lopulla oreganolla","","","Herkku","","","Makkararuoka;Pasta","Koko vuosi","","Italia","0","Pääruoka","0","","""hartsa@reseptit.com"
"1999","THE JENNIFER aniston SALAD","1 CUP BULGAR;2 CUCUMBERS, DICED;15 OZ GARBANZO BEANS RINSED & DRAINED;1/4 CUP RED ONION, MINCED;2 TBSP FRESH PARSLEY, CHOPPED;1 TBSP FRESH MINT, CHOPPED;1/2 CUP CRUMBLED FETA;1/2 CUP SHELLED PISTACHIOS","BRING 2 CUPS OF WATER TO A BOIL. ADD 1 CUP OF BULGAR AND REDUCE THE HEAT TO LOW. COVER AND LET THE BULGAR COOK FOR ABOUT 20 MINUTES OR UNTIL THE WATER IS ABSORBED. BE SURE TO STIR EVERY 5 MINUTES. LET THE BULGAR COOL FOR AT LEAST 20 MINUTES UNTIL IT’S ROOM TEMPERATURE.IN A LARGE BOWL, COMBINE CUCUMBERS, GARBANZO BEANS, PISTACHIOS, RED ONION, PARSLEY, MINT, FETA CHEESE AND BULGUR. STIR TO COMBINE.SERVE OR PUT INTO AN AIRTIGHT CONTAINER TO SAVE IN THE REFRIGERATOR.","","","","","","Salaatti (ruokaisa)","","","","0","Iltapalaruoka;Lisäkeruoka","0","","""hartsa@reseptit.com"
"2006","Savutofuskagen","1 pkt (n. 300 g) kylmäsavutofua (suosittelen Jalotofun, sillä tarpeeksi pehmeää);½ dl vegaanista majoneesia tai aiolia;½ dl kasvipohjaista fraichea;½ pieni punasipuli;3 rkl tuoretta tilliä;1½ tl dijon-sinappia;1 rkl sitruunamehua;rouhittua mustapippuria;n. 1/3 tl suolaa","Muusaa tofu esimerkiksi haarukalla pieneksi muruksi.;;Hienonna punasipuli hyvin hienoksi. Hienonna tilli. Sekoita kaikki ainekset keskenään. ","","","","Gluteiiniton;Maidoton;Vegaaninen","","Levite","Kesä","","","0","","0","""hartsa@recipes.com"
"2007","Beef with chilli and basil leaves","6 cloves garlic;4-5 pientä thaichiliä;600g beef mince;Tai 2 pkt savutofua;2 tbsp fish sauce;3 tbsp dark soy sauce;1 tsp dark sugar;2 cups loosely packed basil leaves;0,5 pakastepussia vihreitä papuja;Pieni punasipuli","Roughly chop the garlic and onion. Remove the seeds from the chilli and roughly chop it into pieces about the same size as the garlic.;;Heat a wok or large frying pan over medium heat until hot, then add the oil. Add the garlic and chilli and stir-fry for about two minutes until fragrant. Add the beef and onion and stir-fry for about five minutes, until the beef is browned and cooked through.;;Add the fish sauce, soy sauce, sugar and pavut and stir-fry for a further minute or two, then stir through the basil leaves and remove from the heat.;;Serve with steamed rice and consider topping with a fried egg.;;Serving suggestion: This beef dish is delicious topped with a fried egg. For authenticity, cook the eggs Asian-style by cracking each into a bowl, then sliding it into very hot oil in a wok or deep frying pan.",""," 19.7.2022 13.1.2024 20.3.2024 16.11.2024","Hyvä","Gluteiiniton;Maidoton;Munaton","","Jauheliharuoka","Kesä","","Thaimaa","0","Pääruoka","1","","""hartsa@recipes.com"
"2008","Korealainen jauhelihakulho","4 valkosipulinkynttä;2 rkl öljyä paistamiseen;400 g naudan paistijauhelihaa;Kastike:;3 rkl soijakastiketta;1 rkl tuoretta raastettua inkivääriä;2 rkl fariinisokeria;2 rkl seesamiöljyä;1 tl gochujang-chilitahnaa tai 1 tl kuivattua chiliä myllystä;0,5 tl mustapippuria myllystä;2 rkl mirin kastiketta;1 punainen omena pieneksi pilkottuna;;Tarjoiluun;keitettyä basmatiriisiä, hienonnettua kevätsipulia, seesaminsiemeniä, salaatinlehtiä","Kuori ja hienonna valkosipuli. Kuullota sitä hetki pannulla öljyssä. Lisää jauheliha ja paista kypsäksi.;;Sekoita kulhossa soijakastike, inkivääri, fariinisokeri, seesamiöljy, chilitahna ja pippuri. Kaada pannulle jauhelihan joukkoon ja sekoita hyvin.;;Tarjoa jauheliha keitetyn riisin, kevätsipulin ja seesaminsiemenien kanssa. Jos haluat annokseen enemmän tulisuutta, voit halutessasi koristella sen viipaloidulla chilillä. Tarjoa halutessasi kasvisten, esimerkiksi keitetyn parsakaalin kanssa.",""," 4.2.2023 27.4.2025","Hyvä","Gluteiiniton;Maidoton;Munaton","","Jauheliharuoka","","","Itämainen","0","Pääruoka","1","","""hartsa@recipes.com"
"2010","Paella chorizolla","2 sipulia;3 valkosipulinkynttä + 1 katkarapujen kanssa paistettavaksi;1 paprika;3 kypsää tomaattia;1 chili;3 broilerin rintafileetä;100-200 g chorizomakkaraa;1 1/2 l mietoa kana-tai kasvislientä;1/2 dl oliiviöljyä;5 dl paella- tai risottoriisiä;1 tl savupaprikajauhetta;2 rkl tomaattipyreetä;1 sitruuna (+ toinen koristeluun?);100 g pakasteherneitä;1/4 tl sahramia;1/4 tl suolaa;1/4 tl mustapippuria;(150-200 g katkarapuja);Persiljaa","Ota äyriäiset hyvissä ajoin sulamaan jääkaappiin. Jos aikaa on vähän, sulata huoneenlämmössä.;;Kuori ja silppua sipulit. Huuhdo ja kuutioi paprika ja tomaatit. Silppua chili. Leikkaa broileri ja chorizo pieniksi paloiksi.;;Kuumenna kanaliemi kattilassa.;;Kuumenna öljy isolla pannulla. Lisää sipulit, valkosipuli, chorizo ja paprika. Kuumenna hetki sekoitellen. Lisää riisi, chilisilppu ja paprikajauhe. Kuumenna hetki sekoitellen. Lisää tomaattipyree ja silputut tomaatit. Kuumenna ja kaada seuraavaksi pannulle 1 l kanalientä sekä puserra sitruuna sekaan.;;Anna hautua miedolla lämmöllä noin 20 minuuttia välillä sekoitellen. Lisää lientä tarpeen mukaan.;;Paista paellan kypsyessä broileripalat toisella pannulla öljyssä. Lisää broileri paellaan yhdessä herneiden kanssa. Mausta sahramilla, suolalla ja pippurilla.;;Paista myös katkaravut nopeasti pannulla voissa, chilin ja valkosipulin kera.;;Silppua paellan pinnalle lehtipersiljaa ja tarjoa lisänä sitruunalohkoja.",""," 31.7.2022 1.5.2023 18.6.2023 17.12.2023 1.8.2024 20.7.2025 13.12.2025","Herkku","Gluteiiniton;Maidoton;Munaton","","Risotto/Riisiruoka","","","","0","Pääruoka","1","","""hartsa@recipes.com"
"2013","Porsaan sisäfile ala Äijäruokaa","1 porsaan sisäfile;suolaa;mustapippuria;3 rkl soijakastiketta;3 rkl tummaa sokeria tai hunajaa;3 rkl sinappia;3 rkl öljyä;3 tl rosmariinia","Paista file voissa pannulla.;Mausta suolalla ja pippurilla.;Sekoita soijakastike, hunaja, sinappi, rosmariini ja öljy. ;Sudi lihan pinta seoksella. Kuumenna uuni 175 °C. ;Valele lihaa liemellä karran paiston aikana.;Laita liha uunivuokaan ja paista noin 30 min tai kunnes lihan sisälämpötila on 70 °C.","(Ohje on 1,5× alkuperäinen)"," 1.10.2023 17.2.2024 31.8.2025","Herkku","Gluteiiniton;Laktoositon;Maidoton;Munaton","","Possuruoka","Koko vuosi","","","0","Pääruoka","1","","""hartsa@reseptit.com"
"2014","Lohta ja perunaa","800 g uutta perunaa;300 g kylmäsavulohta;pari uutta sipulia varsineen;ruohosipulia;tilliä;voita;oliiviiöljyä;mustapippuria","Keitä perunat reippaan kypsiksi (saa hivenen hajotakin);Paista kala ja sipulit kevyesti voissa (voita reippaasti);Pilko perunat ja yhdistä kala-sipulipaistoksen kanssa tarjoiluastiaan;Lisää tilliä ja reippaasti oliiviöljyä;Tarkasta suola, kala on yleensä riittävän suolaista","Kala on sinänsä kypsää, mutta kevyt paistaminen vie liiallisen kalaisuuden pois.","","Herkku","Gluteiiniton;Laktoositon;Maidoton","","Kalaruoka","Kesä","","","0","Pääruoka","1","","""hartsa@reseptit.com"
"2019","Lillin linssilasagne","2 sipulia ;3-4 isoa valkosipulinkynttä ;1 pkt herkkusieniä;1 rkl oliiviöljyä;800 g tomaattimurskaa ;1,5 dl punaisia linssejä ;10 mustaa oliivia;(5 aurinkokuivattua tomaattia pilkottuna);1 tuukku basilikaa;3 tl kuivattua timjamia;1 tl oreganoa;1 tl suolaa;Mustapippuria;;Bechamel:;1 l maitoa;60 g voita;Reilu desi vehnäjauhoja;150 g parmesania;1 tl Suolaa;mustapippuria;1 tl muskottipähkinää;;Lasagnelevyjä;Juustoraastetta (pinnalle)",";Hienonna sipulit ja valkosipulinkynnet. Samoin herkkusienet ja oliivit, jotka pilkotaan tosi pieneksi! ;Kuullota sipulit. Lisää herkkusienet ja paista hetki.;Lisää tomaattimurska, linssit ja oliivit. Keitä n. 10 min tai kunnes maitokastike on valmista.;Pilko ja lisää basilika.;Mausta suolalla, pippurilla, timjamilla ja oreganolla. ;;Sulata voi reilun kokoisessa kattilassa. Lisää vehnäjauhot koko ajan sekoittaen ja heti tämän jälkeen maitoa aluksi pieni määrä kerrallaan muovisella kastikevispilällä hyvin sekoittaen. Hommaa voi nopeuttaa mikrottamalla maito lämpimäksi. Jatka sekoittamista liedellä, kunnes kastike kiehuu ja keitä pari minuuttia. Lisää lopuksi muskottipähkinä ja juustoraaste.;;Laita ison uunivuoan (22 x 30 cm) pohjalle ensin oliiviöljyä, sitten ohuelti linssikastiketta ja valuta päälle juustokastiketta. Peitä lasagnelevyillä. Jatka vielä kolme kerrosta (kastikkeet ja lasagnelevyt) samaan tapaan. Peitä viimeiset lasagnelevyt lopulla juustokastikkeella ja ripottele pinnalle juustoraaste.;;Paista 200 asteessa 40-45 minuuttia. Peitä pinta, kun lasagne on saanut sopivasti väriä.;",""," 8.10.2022 3.9.2023 16.9.2023 28.1.2024 23.11.2024 2.5.2026","Herkku","","","Kasvisruoka","","","","0","Pääruoka","1","","""hartsa@recipes.com"
"2035","Chocochilin papuchili tacoihin","2 sipulia;4-5 valkosipulinkynttä ;1 punainen (suippo)paprika ;2 rkl öljyä ;3 tl savupaprikajauhetta ;3 tl jauhettua korianteria ;2 tl juustokuminaa ;Suolaa;1 prk tomaattimurskaa ;1 tölkki (chipotle-)salsaa ;2 purkkia tai 460 g keitettyjä papuja (papusekoitus, mustapapu) ","Hienonna sipuli ja valkosipulinkynnet. Kuutioi paprika. Kuumenna öljy paksupohjaisen kattilan pohjalla. Lisää sipulit ja mausteet ja kuullota hetken aikaa. Lisää sitten kattilaan paprikapalat, tomaattimurska ja salsa. ;;Keitä noin 15 minuuttia tai kunnes kastikkeesta on haihtunut nestettä sopivasti. Lisää sitten pavut ja kuumenna. ;;","Chocochili;Oli hyvää! Jopa Lauri tykkäsi"," 12.2.2023 2.7.2024 13.9.2024 6.1.2025 18.4.2025 24.8.2025 10.1.2026 8.3.2026 19.4.2026","Herkku","Vegaaninen","","Kasvisruoka","","","Meksiko","0","Pääruoka","1","","""hartsa@recipes.com"
